type,subnet,specifics,source,Destinations,Environments,Sources,Status
PolicyType.Reachability,100.0.10.0/24,0,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c210>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.10.0/24,0,zurich,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c210>},{9},zurich,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.10.0/24,0,athens,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c210>},{9},athens,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.10.0/24,0,sofia,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c210>},{9},sofia,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.10.0/24,0,lyon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c210>},{9},lyon,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.10.0/24,0,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c210>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.10.0/24,0,paris,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c210>},{9},paris,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,madrid,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},madrid,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,bratislava,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},bratislava,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,istanbul,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},istanbul,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,geneva,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},geneva,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},basel,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,praha,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},praha,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,frankfurt,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},frankfurt,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,barcelona,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},barcelona,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,luxembourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},luxembourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,bucharest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},bucharest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,vaduz,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.9.0/24,0,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,warsaw,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,strasbourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},strasbourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,zagreb,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.9.0/24,0,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.9.0/24,0,ljubljana,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},ljubljana,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.9.0/24,0,roma,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},roma,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,brussels,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},brussels,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,milan,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},milan,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,budapest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},budapest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},london,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,marseille,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},marseille,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,vienna,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},vienna,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,amsterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},amsterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.9.0/24,0,zurich,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},zurich,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,athens,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},athens,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,sofia,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},sofia,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,lyon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},lyon,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.9.0/24,0,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.9.0/24,0,paris,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e82c110>},{9},paris,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,madrid,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},madrid,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,bratislava,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},bratislava,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,istanbul,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},istanbul,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,geneva,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},geneva,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},basel,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,praha,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},praha,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,frankfurt,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},frankfurt,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,barcelona,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},barcelona,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,luxembourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},luxembourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,bucharest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},bucharest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,vaduz,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.8.0/24,0,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,warsaw,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,strasbourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},strasbourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,zagreb,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.8.0/24,0,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.8.0/24,0,ljubljana,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},ljubljana,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.8.0/24,0,roma,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},roma,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,brussels,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},brussels,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,milan,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},milan,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,budapest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},budapest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},london,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,marseille,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},marseille,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,amsterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},amsterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.8.0/24,0,zurich,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},zurich,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,athens,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},athens,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,sofia,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},sofia,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,lyon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},lyon,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.8.0/24,0,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.8.0/24,0,paris,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e810790>},{9},paris,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.7.0/24,0,madrid,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,bratislava,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},bratislava,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,istanbul,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,geneva,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,praha,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},praha,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,frankfurt,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},frankfurt,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,barcelona,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,luxembourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},luxembourg,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,bucharest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,vaduz,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,warsaw,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},rotterdam,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,strasbourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,zagreb,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,roma,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},roma,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,brussels,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},brussels,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,milan,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,budapest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},london,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,vienna,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},vienna,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,marseille,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,amsterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},amsterdam,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,zurich,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,athens,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,sofia,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,lyon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.7.0/24,0,paris,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e804050>},{9},paris,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.6.0/24,0,madrid,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},madrid,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,bratislava,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},bratislava,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,istanbul,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},istanbul,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,geneva,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},geneva,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},basel,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,praha,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},praha,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,frankfurt,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},frankfurt,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,barcelona,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},barcelona,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,bucharest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},bucharest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,vaduz,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.6.0/24,0,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,warsaw,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,strasbourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},strasbourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,zagreb,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.6.0/24,0,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.6.0/24,0,ljubljana,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},ljubljana,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.6.0/24,0,roma,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},roma,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,brussels,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},brussels,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,milan,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},milan,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,budapest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},budapest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},london,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,marseille,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},marseille,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,vienna,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},vienna,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,amsterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},amsterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.6.0/24,0,zurich,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},zurich,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,athens,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},athens,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,sofia,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},sofia,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,lyon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},lyon,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.6.0/24,0,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.6.0/24,0,paris,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8048d0>},{9},paris,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,madrid,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},madrid,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,bratislava,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},bratislava,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,istanbul,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},istanbul,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,geneva,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},geneva,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},basel,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,praha,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},praha,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,frankfurt,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},frankfurt,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,barcelona,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},barcelona,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,luxembourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},luxembourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,bucharest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},bucharest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,vaduz,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.5.0/24,0,warsaw,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,strasbourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},strasbourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,zagreb,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.5.0/24,0,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.5.0/24,0,ljubljana,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},ljubljana,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.5.0/24,0,roma,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},roma,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,brussels,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},brussels,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,milan,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},milan,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,budapest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},budapest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},london,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,vienna,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},vienna,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,marseille,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},marseille,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,amsterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},amsterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.5.0/24,0,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.5.0/24,0,zurich,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e96b190>},{9},zurich,PolicyStatus.HOLDS
